book_id,name,category,author,publisher,discount,price,price_normal,point,description,review,img
441,한 권으로 끝내는 이미지 생성 AI with 미드저니,Data and Algorithm,헤더림(임혜린) 외,2024.03.05,10%,"22,500원","정가25,000원","1,250p","〈한 권으로 끝내는 이미지 생성 AI with 미드저니〉는 이미지 생성 AI의 세계로 첫발을 내딛는 왕초보를 위한 완벽한 입문 가이드입니다. 미드저니의 최신 버전 V6의 기초 프롬프트부터 고급 활용 예제까지 다양하게 학습해보세요! 코딩 지식이나 디자인 기본기가 없는 일반인도 누구나 잠재된 창작 능력을 발휘할 수 있도록 도와줄 겁니다. 일상의 소소한 아이디어를 실현하기 위한 활용 방법부터 다양한 협업에 이르기까지 이미지 생성 AI를 활용해 창의력을 실현하고, 업무에 유용하게 사용해보세요! 미드저니로 생성한 멋진 이미지를 캔바, 구글 슬라이드, 피그잼 등 다양한 업무 도구를 사용해 편집하는 방법까지 순서대로 따라 할 수 있어 빠르고 쉽게 학습할 수 있습니다.",9.85,kyobo/book_img_441.jpg
442,AI 시대의 코딩 스타트 ChatGPT와 함께하는 파이썬 입문,Data and Algorithm,홍석우,2024.02.26,10%,"22,500원","정가25,000원","1,250p","우리가 살고 있는 현대 사회는 정보의 바다에서 끊임없이 새로운 지식과 기술을 탐색하며 발전하고 있습니다.이러한 변화의 중심에는 인공지능(AI)이 자리 잡고 있으며,그 핵심 도구 중 하나가 바로 프로그래밍 언어‘파이썬’입니다.이 책,“AI시대의 코딩 스타트: ChatGPT와 함께하는 파이썬 입문”은 파이썬의 기본부터 시작해 인공지능의 세계로 여러분을 안내할 것입니다.특히,최신AI기술 중 하나인GPT-4를 활용한 다양한 실용적 프로젝트를 통해,이론과 실제가 어우러진 학습의 장을 마련하였습니다.이 책은AI시대에 발맞춰 코딩을 시작하고자 하는 모든 이들에게 적합합니다.학생,교육자,개발자 또는 코딩에 관심이 있는 일반인이라면 누구나 이 책을 통해 파이썬과AI기술의 기초를 탄탄히 다질 수 있을 것입니다.",0.0,kyobo/book_img_442.jpg
443,랭체인으로 LLM 기반의 AI 서비스 개발하기,Data and Algorithm,서지영,2024.02.27,10%,"21,600원","정가24,000원","1,200p","LLM의 기본 개념부터 동작 원리까지, LLM을 활용할 수 있는 랭체인 사용법은 물론 LLM과 랭체인을 나에게 맞게 사용할 수 있도록 다양한 8가지 실습을 담았습니다. 랭체인과 오픈AI, 스트림릿을 비롯한 여러 라이브러리를 활용해 내 데이터를 가지고 질의응답하는 챗봇, 이전 대화를 기억하는 대화형 챗봇, 내 PDF 파일을 활용할 수 있는 웹서비스, 번역을 하거나 메일을 대신 써주는 서비스 등 다양한 AI 서비스를 직접 만들어 볼 수 있습니다. 개념, 원리, LLM을 활용한 실습 그리고 LLM 사례들을 한 권으로 빠르게 살펴보면서 LLM을 어떻게 사용하면 좋을지 인사이트와 아이디어를 얻을 수 있도록 구성했습니다.",9.29,kyobo/book_img_443.jpg
444,제가 쓰는 챗GPT는 당신이 쓰는 챗GPT와 전혀 다릅니다,Data and Algorithm,허민,2024.03.08,10%,"16,920원","정가18,800원",940p,"챗GPT의 성능을 한 차원 끌어올리는 방법을 담은 책이 탄생했다. 『제가 쓰는 챗GPT는 당신이 쓰는 챗GPT와 전혀 다릅니다』는 단순한 챗GPT 사용법이 아닌 챗GPT를 제대로 사용하고 있는 상위 1%의 활용법을 다룬다. 어떤 기능을 사용하느냐에 따라 AI의 활용도는 천차만별이다. 따라서 커스텀 인스트럭션부터 Advanced Data Analysis, DALL·E 3, GPTs까지 챗GPT의 핵심 기능을 모두 설명한다. 특히 2024년 1월에 오픈된 최신 기능인 GPT 스토어 내용과 다른 사람이 만든 유용한 GPTs 소개까지 수록했다. 여기에 더해 AI의 성능은 결국 사용 방법에 따라 결정되는 만큼 IT와 전혀 관련 없던, 평범한 사업가가 챗GPT와 생성형 AI에 관해 수많은 연구를 진행하며 깨달은 챗GPT를 개인화하는 법, 모르는 데이터를 분석하는 법, seed 값을 활용하는 법, GPTs로 나만의 챗봇 만드는 법 등 챗GPT로 폭발적으로 성장할 수 있었던 비법을 담아 집대성했다.",9.04,kyobo/book_img_444.jpg
445,수업에 바로 쓰는 AI,Data and Algorithm,송기상 외,2024.02.23,10%,"16,200원","정가18,000원",900p,"우리는 지난 수십 년 동안 ICT를 수업에 활용하고자 노력했다. 이러닝, 스마트 교육, 소프트웨어 교육과 코딩 교육을 거쳐 이제는 인공지능 교육에까지 이르렀다. 이렇듯 컴퓨터 기술은 급속하게 발전했지만 그 기술을 교육에 녹이려고 애쓰는 교사, 학부모는 발전 속도에 좌절했다. 특히나 인공지능의 기초 개념은 이해하고 있고, 이를 바탕으로 인공지능을 수업에 활용하고자 하는 교사들에게 인공지능 기술의 급속한 발전은 더 한층 어려운 과제로 다가올 것이다. 이 같은 교사들의 고민을 생각하면서 인공지능 기초 개념 파악을 통해서 수업에서 인공지능을 잘 활용할 수 있는 역량을 키워 주고자 하는 뜻을 품고 저자들은 본 책을 만들고자 했다. 인공지능이 모든 것을 다 할 수 있다고, 알아서 다 해줄 수 있는 능력을 가지고 있다고 주장하는 것과 같은 막연한 인식으로는 인공지능을 수업에 효과적으로 활용하기 어렵다. 따라서 이 같은 교사와 학부모의 어려움을 덜어주고자 인공지능의 개념과 역사에서부터 수업시간에 교과와 연계해서 인공지능을 활용할 수 있는 전략이 담긴 책을 구상했다. 이 책의 궁극적인 목표는 어렵게만 여겨지는 머신러닝과 이를 바탕으로 만들어진 다양한 인공지능 기술들을 학교 교육에 접목하는 것이다. 저자들은 이러한 목표 실현을 위해 실제 수업이 이루어지는 현장 상황을 고려한 머신러닝 기반 인공지능 학습서 저술에 방점을 찍었다. 또한 인공지능 기술이 현재보다 훨씬 더 빠르게 발전할 것으로 확신하면서 미래를 대비하기 위한 인공지능 교육의 필요성과 인공지능이 학교 교육을 어떻게 변화시킬 수 있는지에 대한 내용도 포함시켰다. 이 책이 학교나 가정에서 인공지능을 보다 쉽게 이해하고 가르치는 데에 작은 도움이 되기를 희망한다.",0.0,kyobo/book_img_445.jpg
446,대학원생과 컨설턴트를 위한 Ai 챗GPT,Data and Algorithm,이종구 외,2024.02.15,10%,"19,800원","정가22,000원","1,100p","AI 챗GPT는 현대 연구 및 컨설팅 환경에서 필수적인 역량으로 자리 잡고 있습니다. 이는 빅데이터 분석, 자연어 처리, 기계 학습 등의 최신 기술을 활용하여 대학원생과 컨설턴트가 복잡한 정보를 신속하게 분석하고, 고도화된 연구 결과를 도출할 수 있도록 지원합니다. 특히, AI 챗GPT는 연구자료의 분석, 학술 논문 작성, 데이터 시각화, 그리고 심층적인 연구 문제 해결에 이르기까지 다양한 단계에서 맞춤형 솔루션을 제공합니다. 이 기술을 통해 사용자는 연구 주제에 대한 선진적인 인사이트를 얻고, 복잡한 데이터 세트를 쉽게 해석할 수 있으며, 연구 결과의 신뢰도를 높일 수 있습니다. 또한, AI 챗GPT는 연구 및 컨설팅 프로젝트의 기획과 실행 단계에서 전략적 결정을 내리는 데 중요한 데이터 기반의 근거를 제공합니다. 이는 프로젝트의 효율성을 극대화하고, 예상치 못한 문제에 대한 해결책을 제시하며, 결과적으로 프로젝트 성공률을 향상하는 데 기여합니다. AI 챗GPT의 도입은 연구 및 컨설팅 작업의 질을 향상하는 동시에, 작업 시간을 단축하고, 연구 및 컨설팅 과정에서 발생할 수 있는 다양한 장애물을 극복할 수 있게 합니다. 본서는 AI 챗GPT의 고급 기능과 응용 방법을 소개함으로써, 대학원생과 컨설턴트가 자신의 전문 분야에서 AI의 무한한 가능성을 탐색하고 활용할 수 있도록 안내합니다. 이를 통해 독자는 AI 챗GPT를 사용하여 연구 문제를 정의하고 해결하는 방법, 데이터 분석 기술을 개선하는 방법, 그리고 연구 결과를 효과적으로 소통하는 방법 등을 학습할 수 있습니다. 더불어, AI 챗GPT의 활용은 연구 및 컨설팅 프로젝트의 성공률을 높이고, 전문적인 경쟁력을 강화하는 데 중요한 역할을 할 것입니다. 이 책은 AI 챗GPT의 이론적 배경과 실용적인 활용 사례를 통해, 대학원생과 컨설턴트가 자신의 연구 및 컨설팅 활동을 한 차원 높은 수준으로 발전시킬 수 있도록 구체적인 지침을 제공합니다. 또한, 실질적으로 결과물을 만들어 내는 데 있어 스마트워크를 실현할 수 있는 다양한 프로그램 활용을 통해 일의 효율성과 효과성을 극대화할 수 있는 노하우도 소개하고 있습니다. 독자는 이 책을 통해 AI 챗GPT와 스마트워크 프로그램 활용에 대한 기능을 깊이 있게 이해하고, 자신의 전문 분야에서 이를 효과적으로 적용하는 방법을 학습함으로써, 연구 및 컨설팅 업무에서 차별화된 가치를 창출할 수 있을 것입니다.",0.0,kyobo/book_img_446.jpg
447,게임 AI를 위한 탐색 알고리즘 입문,Data and Algorithm,아오키 에이타,2024.03.08,10%,"24,300원","정가27,000원","1,350p","『게임 AI를 위한 탐색 알고리즘 입문』은 게임 AI 기술을 위한 핵심 요소 중 하나인 ‘탐색’에 대해 다룹니다. 탐색은 조합론적 게임 이론의 게임 트리 탐색과 조합 최적화를 사용한 메타 휴리스틱을 포함하여 지칭하는 용어입니다. 이 책에서는 C++ 개발 환경 준비와 플레이어의 행동을 예측하거나 조합 최적화를 이용하는 등 게임 유형에 따른 1인 게임에 맞춰 적합한 탐색 알고리즘을 설명합니다. 또한 장기나 바둑처럼 교대로 두는 2인 게임, 동시에 두는 2인 게임 등 다음 수를 전혀 예상할 수 없는 게임에 어울리는 탐색 알고리즘도 함께 살펴봅니다. 전반부에는 게임 종류에 어울리는 알고리즘을 소개했다면, 후반부에는 더 좋은 탐색을 위한 알고리즘과 실전에서 어떻게 활용할 수 있는지를 배워봅니다. ‘커넥트 포’ 놀이를 하는 AI를 직접 구현해 보고, 강화시키는 과정을 통해 실전 능력을 키워봅니다.",10,kyobo/book_img_447.jpg
448,4차 산업혁명과 디지털 눈으로 본 세상,Data and Algorithm,박경배,2024.02.28,10%,"27,000원","정가30,000원","1,500p",본도서는 총 8장의 내용들로 구성되어 있다. 1장에서는 디지털 개념이 등장하면서 아날로그 개념이 등장하였으며 아날로그 세상에 대한 개념에 대해 설명하며 4차 산업혁명 시대가 되기까지의 역사적인 배경과 전반적인 개요에 대해 설명한다. 2장에서는 아날로그 세상에서 디지털 세상으로 진입하는 과정을 설명하고 3장에서는 4차 산업혁명의 일등공신인 컴퓨터의 발전과 반도체를 중심으로 한 컴퓨터의 구성요소들에 의한 세상에 대해 알아본다. 4장에서는 컴퓨터의 출력 장치들이 색상을 어떠한 방식으로 처리하는지 색상으로 본 세상에 대해 설명한다. 5장에서는 4차 산업혁명을 선두에서 이끈 사물인터넷의 세상에 대해 이해하고 6장에서는 사물인터넷의 결실인 인공지능과 빅데이터에 대해 설명한다. 7장에서는 3차원의 가상현실 개념과 이를 구현하기 위한 3차원의 그래픽에 대해 설명하였으며 8장에서는 드론과 활용분야에 대해 설명하였다.,0.0,kyobo/book_img_448.jpg
449,CMMI 3.0,Data and Algorithm,이민재 외,2024.02.22,10%,"27,000원","정가30,000원","1,500p","CMMI는 소프트웨어 개발 역량 향상을 위해 도입된 산업계 표준이지만, 지금까지도 많은 기업에서 CMMI 적용에 관한 이해가 낮은 편이다. 개념적인 정리가 아닌 구체적인 접근방법에 대해서 알 수 있는 곳이 없을까? 《CMMI 3.0》은 해당 질문의 해소를 위해 탄생했다. “국내 다수 기업을 대상으로 CMMI 컨설팅과 심사를 수행해” 온 저자는 그간 얻은 경험과 정보를 더욱 쉽게 전달하기 위해 해당 책을 만들었다고 한다. 개요부터 시작하여 활용까지, CMMI 모든 것, 《CMMI 3.0》 한 권으로 끝낼 수 있다.",10,kyobo/book_img_449.jpg
450,경영혁신을 위한 생성형 AI 이해와 활용,Data and Algorithm,윤상혁 외,2024.02.29,10%,"25,200원","정가28,000원","1,400p",지금 시대가 요구하는 핵심적 역량 중 하나는 인공지능(AI) 시대의 발전을 주도하고 있는 생성형AI를 이해하고 활용하는 역량이다. 이 책은 생성형AI가 촉발한 세상의 변화를 명확히 이해하고 AI를 효과적으로 활용하기 위해 필요한 지식과 기술을 전달하는 데 중점을 둔다.,0.0,kyobo/book_img_450.jpg
451,챗GPT의 시대,Data and Algorithm,서영상,2024.03.01,10%,"14,400원","정가16,000원",800p,"인공지능의 혁신적인 발전으로 인해 우리는 이미 변화의 중심에 서 있다. 많은 사람들이 ChatGPT가 등장한 후 혁신적인 기술에 환호하는 한편, 일자리 위협 등 미래에 대한 두려움도 함께 느끼고 있다. 이러한 혼란을 잠재우기 위한 첫 걸음은 인공지능에 대해 깊이 아는 것이다. 〈챗GPT의 시대〉는 AI 분야 전문가인 서영상 인공지능 스타트업 대표가 직접 나서서 AI와 ChatGPT에 대해 우리가 알아야할 지식을 알려준다.. 인공지능의 역사와 원리 등 단순한 지식 전달을 넘어, 이 책은 개인과 사회 차원에서 어떻게 인공지능과 공존하며 발전의 주체로 나아갈 수 있는지까지 안내한다. 뿐만 아니라 우리가 직면하고 있는 인공지능 관련 문제에 대한 통찰도 담겨있다. 인공지능의 시대, 지식을 겸비하여 변화에 앞장서 나가고 싶은 독자라면 이 책을 펼쳐보자.",10,kyobo/book_img_451.jpg
452,멀티모달 생성 AI 인사이드: 멀티모달 생성 AI의 개념부터 활용 전략과 미래 전망까지,Data and Algorithm,홍정한 외,2024.03.04,10%,"25,200원","정가28,000원","1,400p","멀티모달 생성 AI는 AI 모델이 다양한 유형의 데이터를 활용하여 새로운 결과물을 만들어주는 기술로 이미지 생성, 자연어 처리, 음성 합성 등 다양한 형태로 활용되며 AI의 발전을 이끄는 주요 기술 중 하나다. 특히 미디어 엔터테인먼트, 리테일 마케팅, 교육 컨설팅, 제조업, 금융 분야, 의료 분야, 법률과 특허 등 다양한 분야에서 활용될 가능성이 크다. 이 책은 멀티모달 생성 AI의 핵심 개념과 원리를 쉽게 설명한다. 또한 다양한 사례를 통해 멀티모달 생성 AI의 활용 가능성을 탐구한다. 나아가 빅테크와 여러 나라의 움직임을 살펴봄으로써 향후 AI 시장이 어떻게 변화할지에 대한 전망도 제시한다. 이 책을 통해 멀티모달 생성 AI가 미래 사회의 변화와 혁신에 어떤 영향을 끼치는지에 대한 통찰력을 얻을 수 있을 것이다.",10,kyobo/book_img_452.jpg
453,실무로 통하는 인과추론 with 파이썬,Data and Algorithm,마테우스 파쿠레,2024.03.05,10%,"34,200원","정가38,000원","1,900p","온라인 마케팅 예산을 1달러 높이면 구매자는 얼마나 늘어날까요? 할인 쿠폰을 받아야만 구매하는 고객은 어떻게 알아낼까요? 최적의 가격 책정 전략은 어떻게 수립할 수 있을까요? 이 질문들처럼 인과추론은 여러분이 관리하는 요소들이 원하는 비즈니스 지표에 어떤 영향을 미치는지 파악하는 데 가장 유용한 방법입니다. 인과추론은 단 몇 줄의 파이썬 코드만으로 쉽게 구현할 수 있습니다. 이 책은 영향력과 효과를 추정하는 데 있어 인과추론이 지닌 아직 활용되지 않은 잠재력을 설명합니다. 관리자, 데이터 과학자, 데이터 분석가를 위한 A/B 테스트, 선형회귀, 성향점수, 통제집단합성법, 이중차분법과 같은 고전적 인과추론 방법과, 이질적 효과 추정을 위한 머신러닝 도입과 같은 현대적 접근법을 실제 응용 사례와 함께 다룹니다.",10,kyobo/book_img_453.jpg
454,AI 시크릿 노트,Data and Algorithm,김세훈 외,2024.01.22,10%,"18,900원","정가21,000원","1,050p","ChatGPT 출시 이후 수많은 AI서비스가 새롭게 출시되고 있습니다. 하지만 나에게 정말로 필요하고 도움이 되는 서비스가 무엇인지 몰라 막막하셨나요? ‘AI 시크릿노트’는 여러 ai 서비스 중에서도 특별히 여러분에게 유용할 서비스를 선별하여 알려드립니다 [AI 시크릿노트]는 총 4가지의 파트로 나누어 유용한 서비스를 소개합니다. ㆍ PPT부터 메일까지, 나 대신 글, 콘텐츠를 만들어 주는 실전형 오피스 생성 AI ㆍ 유튜브 영상이나 영상 회의 내용을 요약해 주는 요약 AI ㆍ 이미지 편집 부터 문법 체크까지 에디터를 대신해 주는 편집/변형 AI ㆍ 번역부터 수집, 아카이빙까지 해결해주는 번역/수집 AI 어떨 때 필요한지, 어떻게 사용해야할지, 왜 좋은지 예시와 함께 알려드릴게요. 이젠 AI를 쓸 줄 아느냐 모르느냐에 따라 업무 시간과 결과물에 차이가 생기게 될 거예요. [AI 시크릿 노트] 한 권이면 내게 필요한 AI 서비스 찾아보는 시간 + AI 서비스 익히는 시간 + 실제 업무시간 총 세 종류의 시간을 절약할 수 있습니다. 빠르게 쏟아지는 AI서비스들 중 여러분에게 필요한 것들만 골라쓰세요.",0.0,kyobo/book_img_454.jpg
455,코딩 테스트 합격자 되기: 자바 편,Data and Algorithm,김희성 외,2024.03.01,10%,"37,800원","정가42,000원","2,100p","★ 코딩 테스트 합격자가 되는 가장 확실한 방법! ★ 프로그래머스 제공, 전문가가 모여 엄선한 빈출 97문제로 철저하게 대비하세요! 신입 사원 코딩 테스트를 준비하고 계신가요? 코딩 테스트는 문제만 열심히 푼다고 통과할 수 없습니다. 시험은 전략적으로 준비해야 합니다. 《코딩 테스트 합격자 되기》(자바 편)은 신입 사원 코딩 테스트 합격에 딱 맞는 빈출문제를 선정하고 풀이하기 위해 저자와 전문 교강사진이 오랜 시간을 들여 고민해 만들었습니다. 문제의 맥을 관통하는 자료구조와 알고리즘, 시간 복잡도 분석까지 완벽하게 풀이했죠! 모든 내용은 친절한 설명에 풍부한 그림을 더해 말끔하게 이해할 수 있도록 했습니다. 코딩 테스트뿐만 아니라 그 다음에 있을 면접까지 대비할 수 있을 것입니다. 이 책과 함께라면 합격은 여러분의 것입니다.",9.77,kyobo/book_img_455.jpg
456,젠킨스로 배우는 CI/CD 파이프라인 구축,Data and Algorithm,프라노데이 프라모드 딩가레,2024.03.11,10%,"29,700원","정가33,000원","1,650p","젠킨스를 사용해 프로젝트의 시작부터 최종 단계까지 CI/CD를 구현하는 방법을 설명하고, 엔드투엔드 파이프라인을 직접 만들어 봄으로써 데브옵스 실무에 적응할 수 있는 안내자 역할을 하는 책이다. 젠킨스에 대한 소개부터 시작해서 CI/CD에서의 아키텍처와 역할을 설명하고, 플러그인 설치, 보안 조치, 프로젝트 및 작업 구성, (분산) 파이프라인 구성 등을 다룬다. 또한, TestNG를 사용한 단위 테스트와 셀레늄(Selenium) 파이썬을 사용한 종단간(E-E, End-to-End) 테스트도 살펴본다. 그 외 다양한 운영체제 및 도커 환경, AWS 등의 클라우드 환경에서 젠킨스를 통합하는 방법과 재사용 라이브러리를 생성하고, 젠킨스 CLI 및 REST API를 사용해 젠킨스 서버를 제어하는 방법을 배운다.",10,kyobo/book_img_456.jpg
457,생성형 인공지능과 함께하는 사회정서학습: 마음이 건강해지는 미래교실,Data and Algorithm,박찬 외,2024.03.07,10%,"19,800원","정가22,000원","1,100p","사회정서학습을 위한 프로그램을 개발하고 실제 학교 현장에 적용한 경험을 가진 ‘사회정서학습 현장지원단’ 선생님들의 수업 사례를 소개합니다. 인공지능을 활용하여 학생들의 마음 건강을 위해 노력한 모두가 행복한 시간들... 디지털 네이티브 학생들과 선생님들이 인공지능 도구를 활용하여 쉽고 효과적으로 사회정서학습을 실천하는 방법들은 생성형 인공지능 기술이 차갑고 비인간적인 도구가 아니라 학생들의 마음 건강을 키우는 착한 디지털, 따뜻한 인공지능 기술이 될 수 있음을 보여줍니다. 사회정서학습을 위한 선생님들의 고민과 노력의 결과물이 현장에 계신 선생님들께도 공유될 수 있기를 바랍니다.",0.0,kyobo/book_img_457.jpg
458,한 권으로 끝내는 이미지 생성 AI with 미드저니,Data and Algorithm,헤더림(임혜린) 외,2024.03.05,10%,"22,500원","정가25,000원","1,250p","〈한 권으로 끝내는 이미지 생성 AI with 미드저니〉는 이미지 생성 AI의 세계로 첫발을 내딛는 왕초보를 위한 완벽한 입문 가이드입니다. 미드저니의 최신 버전 V6의 기초 프롬프트부터 고급 활용 예제까지 다양하게 학습해보세요! 코딩 지식이나 디자인 기본기가 없는 일반인도 누구나 잠재된 창작 능력을 발휘할 수 있도록 도와줄 겁니다. 일상의 소소한 아이디어를 실현하기 위한 활용 방법부터 다양한 협업에 이르기까지 이미지 생성 AI를 활용해 창의력을 실현하고, 업무에 유용하게 사용해보세요! 미드저니로 생성한 멋진 이미지를 캔바, 구글 슬라이드, 피그잼 등 다양한 업무 도구를 사용해 편집하는 방법까지 순서대로 따라 할 수 있어 빠르고 쉽게 학습할 수 있습니다.",9.85,kyobo/book_img_458.jpg
459,AI 시대의 코딩 스타트 ChatGPT와 함께하는 파이썬 입문,Data and Algorithm,홍석우,2024.02.26,10%,"22,500원","정가25,000원","1,250p","우리가 살고 있는 현대 사회는 정보의 바다에서 끊임없이 새로운 지식과 기술을 탐색하며 발전하고 있습니다.이러한 변화의 중심에는 인공지능(AI)이 자리 잡고 있으며,그 핵심 도구 중 하나가 바로 프로그래밍 언어‘파이썬’입니다.이 책,“AI시대의 코딩 스타트: ChatGPT와 함께하는 파이썬 입문”은 파이썬의 기본부터 시작해 인공지능의 세계로 여러분을 안내할 것입니다.특히,최신AI기술 중 하나인GPT-4를 활용한 다양한 실용적 프로젝트를 통해,이론과 실제가 어우러진 학습의 장을 마련하였습니다.이 책은AI시대에 발맞춰 코딩을 시작하고자 하는 모든 이들에게 적합합니다.학생,교육자,개발자 또는 코딩에 관심이 있는 일반인이라면 누구나 이 책을 통해 파이썬과AI기술의 기초를 탄탄히 다질 수 있을 것입니다.",0.0,kyobo/book_img_459.jpg
460,랭체인으로 LLM 기반의 AI 서비스 개발하기,Data and Algorithm,서지영,2024.02.27,10%,"21,600원","정가24,000원","1,200p","LLM의 기본 개념부터 동작 원리까지, LLM을 활용할 수 있는 랭체인 사용법은 물론 LLM과 랭체인을 나에게 맞게 사용할 수 있도록 다양한 8가지 실습을 담았습니다. 랭체인과 오픈AI, 스트림릿을 비롯한 여러 라이브러리를 활용해 내 데이터를 가지고 질의응답하는 챗봇, 이전 대화를 기억하는 대화형 챗봇, 내 PDF 파일을 활용할 수 있는 웹서비스, 번역을 하거나 메일을 대신 써주는 서비스 등 다양한 AI 서비스를 직접 만들어 볼 수 있습니다. 개념, 원리, LLM을 활용한 실습 그리고 LLM 사례들을 한 권으로 빠르게 살펴보면서 LLM을 어떻게 사용하면 좋을지 인사이트와 아이디어를 얻을 수 있도록 구성했습니다.",9.29,kyobo/book_img_460.jpg
461,제가 쓰는 챗GPT는 당신이 쓰는 챗GPT와 전혀 다릅니다,Data and Algorithm,허민,2024.03.08,10%,"16,920원","정가18,800원",940p,"챗GPT의 성능을 한 차원 끌어올리는 방법을 담은 책이 탄생했다. 『제가 쓰는 챗GPT는 당신이 쓰는 챗GPT와 전혀 다릅니다』는 단순한 챗GPT 사용법이 아닌 챗GPT를 제대로 사용하고 있는 상위 1%의 활용법을 다룬다. 어떤 기능을 사용하느냐에 따라 AI의 활용도는 천차만별이다. 따라서 커스텀 인스트럭션부터 Advanced Data Analysis, DALL·E 3, GPTs까지 챗GPT의 핵심 기능을 모두 설명한다. 특히 2024년 1월에 오픈된 최신 기능인 GPT 스토어 내용과 다른 사람이 만든 유용한 GPTs 소개까지 수록했다. 여기에 더해 AI의 성능은 결국 사용 방법에 따라 결정되는 만큼 IT와 전혀 관련 없던, 평범한 사업가가 챗GPT와 생성형 AI에 관해 수많은 연구를 진행하며 깨달은 챗GPT를 개인화하는 법, 모르는 데이터를 분석하는 법, seed 값을 활용하는 법, GPTs로 나만의 챗봇 만드는 법 등 챗GPT로 폭발적으로 성장할 수 있었던 비법을 담아 집대성했다.",9.04,kyobo/book_img_461.jpg
462,수업에 바로 쓰는 AI,Data and Algorithm,송기상 외,2024.02.23,10%,"16,200원","정가18,000원",900p,"우리는 지난 수십 년 동안 ICT를 수업에 활용하고자 노력했다. 이러닝, 스마트 교육, 소프트웨어 교육과 코딩 교육을 거쳐 이제는 인공지능 교육에까지 이르렀다. 이렇듯 컴퓨터 기술은 급속하게 발전했지만 그 기술을 교육에 녹이려고 애쓰는 교사, 학부모는 발전 속도에 좌절했다. 특히나 인공지능의 기초 개념은 이해하고 있고, 이를 바탕으로 인공지능을 수업에 활용하고자 하는 교사들에게 인공지능 기술의 급속한 발전은 더 한층 어려운 과제로 다가올 것이다. 이 같은 교사들의 고민을 생각하면서 인공지능 기초 개념 파악을 통해서 수업에서 인공지능을 잘 활용할 수 있는 역량을 키워 주고자 하는 뜻을 품고 저자들은 본 책을 만들고자 했다. 인공지능이 모든 것을 다 할 수 있다고, 알아서 다 해줄 수 있는 능력을 가지고 있다고 주장하는 것과 같은 막연한 인식으로는 인공지능을 수업에 효과적으로 활용하기 어렵다. 따라서 이 같은 교사와 학부모의 어려움을 덜어주고자 인공지능의 개념과 역사에서부터 수업시간에 교과와 연계해서 인공지능을 활용할 수 있는 전략이 담긴 책을 구상했다. 이 책의 궁극적인 목표는 어렵게만 여겨지는 머신러닝과 이를 바탕으로 만들어진 다양한 인공지능 기술들을 학교 교육에 접목하는 것이다. 저자들은 이러한 목표 실현을 위해 실제 수업이 이루어지는 현장 상황을 고려한 머신러닝 기반 인공지능 학습서 저술에 방점을 찍었다. 또한 인공지능 기술이 현재보다 훨씬 더 빠르게 발전할 것으로 확신하면서 미래를 대비하기 위한 인공지능 교육의 필요성과 인공지능이 학교 교육을 어떻게 변화시킬 수 있는지에 대한 내용도 포함시켰다. 이 책이 학교나 가정에서 인공지능을 보다 쉽게 이해하고 가르치는 데에 작은 도움이 되기를 희망한다.",0.0,kyobo/book_img_462.jpg
